of,ADP
the,DET
mountains,NOUN
sky,NOUN
forest,NOUN
and,CCONJ
seas,NOUN
lands,NOUN
fire,NOUN
ice,NOUN
northern,ADJ
deeps,NOUN
cold,ADJ
as,ADP
a,DET
storm,NOUN
from,ADP
raging,VERB
sea,NOUN
soon,ADV
their,ADJ
winds,NOUN
rise,VERB
gods,NOUN
black,ADJ
burning,VERB
skies,NOUN
raise,VERB
hammers,NOUN
spears,NOUN
swords,NOUN
high,ADJ
on,ADP
your,ADJ
ride,VERB
along,ADP
great,ADJ
legends,NOUN
born,VERB
warriors,NOUN
horses,NOUN
attack,NOUN
mountainous,ADJ
sides,NOUN
fires,NOUN
shall,VERB
flame,NOUN
to,ADP
all,DET
battalions,NOUN
stride,NOUN
alliances,NOUN
stand,VERB
line,NOUN
by,ADP
hordes,NOUN
men,NOUN
armoured,VERB
die,VERB
fight,VERB
norse,NOUN
while,ADP
death,NOUN
glances,NOUN
in,ADP
eyes,NOUN
swing,VERB
axes,NOUN
blades,NOUN
unto,ADP
final,ADJ
attrition,NOUN
holds,VERB
forces,NOUN
under,ADP
now,ADV
be,VERB
victors,NOUN
with,ADP
forged,VERB
warcry,NOUN
echo,NOUN
loud,ADV
fierce,ADJ
mountainside,NOUN
set,VERB
lives,NOUN
which,ADJ
is,VERB
for,ADP
you,PRON
sign,NOUN
man,NOUN
no,DET
wind,NOUN
break,VERB
through,ADP
enemies,NOUN
lines,NOUN
dark,ADJ
power,NOUN
we,PRON
here,ADV
victory,NOUN
stands,VERB
this,DET
days,NOUN
bring,VERB
fate,NOUN
our,ADJ
them,PRON
ground,NOUN
march,NOUN
fathers,NOUN
unite,VERB
flag,NOUN
oden,NOUN
dying,VERB
skyline,NOUN
rain,NOUN
autumn,NOUN
darkness,NOUN
end,NOUN
flames,NOUN
north,NOUN
blows,VERB
my,ADJ
sight,NOUN
afar,ADV
coming,VERB
stars,NOUN
burnt,VERB
these,DET
ancient,ADJ
norsemen,NOUN
once,ADV
brought,VERB
us,PRON
pride,NOUN
heathen,NOUN
force,NOUN
sun,NOUN
still,ADV
clouds,NOUN
rage,NOUN
re,VERB
blackened,VERB
heir,NOUN
arise,VERB
war,NOUN
over,ADP
mountain,NOUN
far,ADV
fields,NOUN
before,ADP
side,NOUN
hold,VERB
forth,ADV
stallions,NOUN
free,ADJ
again,ADV
wandering,VERB
above,ADP
plains,NOUN
fiery,ADJ
lights,NOUN
i,PRON
call,VERB
world,NOUN
am,VERB
watching,VERB
upon,ADP
horizon,NOUN
sights,NOUN
at,ADP
hand,NOUN
one,NUM
light,NOUN
day,NOUN
bound,VERB
worlds,NOUN
who,NOUN
come,VERB
m,VERB
forests,NOUN
wars,NOUN
between,ADP
so,ADV
choose,VERB
those,DET
oppose,VERB
damned,VERB
iron,NOUN
might,VERB
behold,ADV
against,ADP
restless,ADJ
vengeance,NOUN
arms,NOUN
conquer,VERB
s,VERB
winter,NOUN
rages,NOUN
time,NOUN
beyond,ADP
minds,NOUN
shadows,NOUN
called,VERB
saddled,VERB
horse,NOUN
heights,NOUN
rode,VERB
misty,ADJ
battled,VERB
sword,NOUN
blood,NOUN
drank,VERB
flaming,VERB
breath,NOUN
strife,NOUN
were,VERB
young,ADJ
none,NOUN
ruled,VERB
began,VERB
alliance,NOUN
gold,NOUN
sold,VERB
kings,NOUN
steel,NOUN
made,VERB
din,NOUN
battle,NOUN
see,VERB
where,ADV
mighty,ADJ
heavy,ADJ
will,VERB
kind,NOUN
looked,VERB
thy,ADJ
doom,NOUN
prophecies,NOUN
true,ADJ
ending,VERB
moments,NOUN
red,ADJ
fearless,ADJ
inside,ADP
fought,VERB
honor,NOUN
kingdoms,NOUN
proud,ADJ
warrior,NOUN
son,NOUN
live,VERB
sigh,NOUN
hunger,NOUN
eye,NOUN
there,ADV
was,VERB
dream,NOUN
felt,VERB
deep,ADV
that,ADJ
could,VERB
understand,VERB
do,VERB
go,VERB
when,ADV
find,VERB
way,NOUN
lies,NOUN
ve,VERB
left,VERB
seem,VERB
mind,NOUN
take,VERB
look,VERB
what,NOUN
me,PRON
life,NOUN
mine,PRON
tried,VERB
heal,VERB
wounds,NOUN
never,ADV
really,ADV
did,VERB
believe,VERB
real,ADJ
reminded,VERB
memory,NOUN
its,ADJ
gone,VERB
into,ADP
gray,ADJ
moment,NOUN
hard,ADJ
snow,NOUN
idea,NOUN
someone,NOUN
front,NOUN
try,VERB
can,VERB
change,VERB
path,NOUN
urge,NOUN
give,VERB
let,VERB
rescue,VERB
how,ADV
away,ADV
normal,ADJ
town,NOUN
feel,VERB
lost,VERB
starting,VERB
drown,VERB
know,VERB
done,VERB
not,ADV
work,NOUN
mortal,ADJ
being,VERB
came,VERB
close,VERB
dead,ADJ
night,NOUN
didn,VERB
t,NOUN
hear,VERB
whisper,NOUN
but,CCONJ
fright,NOUN
lifted,VERB
don,VERB
whom,NOUN
trust,NOUN
tell,VERB
run,VERB
or,CCONJ
right,ADV
nowhere,ADV
hide,VERB
just,ADV
many,ADJ
abducted,VERB
sane,ADJ
land,NOUN
midnight,NOUN
have,VERB
escaped,VERB
clutch,VERB
are,VERB
they,PRON
after,ADP
chance,NOUN
flee,VERB
faint,ADJ
scream,VERB
distantly,ADV
another,DET
caught,VERB
why,ADV
helping,VERB
become,VERB
rung,VERB
ahead,ADV
behind,ADP
taken,VERB
safe,ADJ
whoa,INTJ
games,NOUN
play,VERB
it,PRON
say,VERB
dreams,NOUN
only,ADV
scars,NOUN
remain,VERB
ll,VERB
avoid,VERB
lead,VERB
back,ADV
home,ADV
comes,VERB
must,VERB
coexist,VERB
welcome,NOUN
