i,PRON
ve,VERB
had,VERB
my,ADJ
way,NOUN
d,VERB
leave,VERB
here,ADV
today,NOUN
in,ADP
a,DET
hurry,VERB
find,VERB
me,PRON
place,NOUN
where,ADV
could,VERB
stay,VERB
and,CCONJ
not,ADV
have,VERB
worry,VERB
spot,NOUN
on,ADP
some,DET
mountain,NOUN
top,NOUN
with,ADP
no,DET
one,NUM
around,ADP
valleys,NOUN
streams,NOUN
birds,NOUN
the,DET
trees,NOUN
lakes,NOUN
that,ADJ
surround,VERB
use,VERB
lose,VERB
these,DET
tennessee,NOUN
blues,NOUN
forget,VERB
all,DET
regrets,NOUN
keep,VERB
just,ADV
right,ADV
time,NOUN
sleep,NOUN
nothing,NOUN
but,CCONJ
peace,NOUN
feel,VERB
free,ADJ
an,DET
s,VERB
only,ADV
small,ADJ
town,NOUN
talk,VERB
you,PRON
know,VERB
how,ADV
people,NOUN
are,VERB
they,PRON
can,VERB
t,NOUN
stand,VERB
see,VERB
being,VERB
who,NOUN
it,PRON
pay,VERB
mind,NOUN
believe,VERB
word,NOUN
say,VERB
do,VERB
to,ADP
every,DET
everything,NOUN
hear,VERB
half,NOUN
of,ADP
what,NOUN
might,VERB
if,ADP
anyone,NOUN
darling,NOUN
wellknown,NOUN
fact,NOUN
don,VERB
even,ADV
other,ADJ
react,VERB
re,VERB
thinking,VERB
telling,VERB
lies,NOUN
make,VERB
crazy,ADJ
realize,VERB
we,PRON
still,ADV
trying,VERB
live,VERB
together,ADV
this,DET
little,ADJ
life,NOUN
work,VERB
judge,NOUN
another,DET
may,VERB
lead,VERB
tears,NOUN
or,CCONJ
maybe,ADV
something,NOUN
worse,ADJ
exactly,ADV
tittle,VERB
tattle,VERB
got,VERB
sisters,NOUN
brothers,NOUN
fighting,VERB
against,ADP
dreams,NOUN
schemes,NOUN
build,VERB
war,NOUN
machines,NOUN
try,VERB
outdo,VERB
each,DET
children,NOUN
starving,VERB
bother,VERB
them,PRON
much,ADJ
too,ADV
busy,ADJ
getting,VERB
rich,ADJ
about,ADP
our,ADJ
save,VERB
jesus,PROPN
from,ADP
god,NOUN
forsaken,VERB
satellites,NOUN
spaceships,NOUN
flying,VERB
across,ADP
universe,NOUN
killed,VERB
before,ADP
ll,VERB
kill,VERB
again,ADV
first,ADJ
monuments,NOUN
churches,NOUN
things,NOUN
ain,VERB
seen,VERB
yet,ADV
signed,VERB
their,ADJ
autograph,NOUN
incase,NOUN
lord,NOUN
when,ADV
over,ADP
think,VERB
should,VERB
be,VERB
proud,ADJ
there,ADV
few,ADJ
offer,VERB
anything,NOUN
for,ADP
your,ADJ
job,NOUN
so,ADV
take,VERB
please,INTJ
put,VERB
among,ADP
friends,NOUN
back,ADV
power,NOUN
money,NOUN
lovers,NOUN
apple,NOUN
blooming,VERB
must,VERB
good,ADJ
now,ADV
sunshine,NOUN
coming,VERB
through,ADP
rainbow,NOUN
coloured,ADJ
sky,NOUN
paints,VERB
pretty,ADJ
pictures,NOUN
oh,INTJ
day,NOUN
go,VERB
fishing,VERB
catch,VERB
sunset,NOUN
hills,NOUN
dream,NOUN
yesterdays,NOUN
tomorrow,NOUN
hope,VERB
saw,VERB
butterfly,NOUN
named,VERB
after,ADP
name,NOUN
has,VERB
such,ADJ
pleasant,ADJ
sound,NOUN
love,NOUN
is,VERB
baby,NOUN
long,ADV
tall,ADJ
she,PRON
like,ADP
cannonball,NOUN
everytime,ADV
loves,VERB
lordly,ADV
squall,NOUN
cried,VERB
ooowee,NOUN
change,VERB
said,VERB
m,VERB
glad,ADJ
living,VERB
mine,PRON
knows,VERB
treat,VERB
gives,VERB
plenty,NOUN
loving,VERB
morning,NOUN
noon,NOUN
night,NOUN
does,VERB
climb,VERB
highest,ADJ
dive,NOUN
deepest,ADJ
sea,NOUN
lips,NOUN
red,ADJ
sweet,ADJ
wine,NOUN
kisses,NOUN
get,VERB
high,ADJ
oowee,ADJ
left,VERB
never,ADV
was,VERB
done,VERB
heard,VERB
at,ADP
window,NOUN
wring,VERB
hands,NOUN
cry,VERB
hate,VERB
woman,NOUN
goodbye,NOUN
yes,INTJ
mornings,NOUN
won,VERB
look,VERB
daddy,NOUN
he,PRON
gone,VERB
moan,VERB
mama,NOUN
anyway,ADV
well,INTJ
told,VERB
papa,NOUN
leavin,NOUN
son,NOUN
yeah,INTJ
man,NOUN
two,NUM
four,NUM
let,VERB
her,ADJ
babe,NOUN
want,VERB
why,ADV
tell,VERB
bothered,VERB
round,ADV
more,ADJ
diamonds,NOUN
gold,NOUN
fashion,NOUN
wanna,ADV
cool,ADJ
hustle,NOUN
thru,ADP
comes,VERB
argue,VERB
fight,VERB
politics,NOUN
ya,PRON
gon,VERB
once,ADV
last,ADJ
open,ADJ
door,NOUN
any,DET
old,ADJ
girl,NOUN
will,VERB
need,VERB
nuts,NOUN
heaviest,ADJ
metal,NOUN
always,ADV
rusts,VERB
hangin,VERB
tough,ADJ
bust,NOUN
doctor,NOUN
nurse,NOUN
prescription,NOUN
license,NOUN
insurance,NOUN
ticket,NOUN
goin,VERB
assurance,NOUN
listen,VERB
studied,VERB
evil,ADJ
deny,VERB
hoodoo,NOUN
charm,NOUN
called,VERB
die,VERB
fingernail,NOUN
piece,NOUN
dress,NOUN
devil,NOUN
relate,VERB
piteous,ADJ
consequence,NOUN
mistake,NOUN
fallin,NOUN
slave,NOUN
passin,NOUN
desire,NOUN
makin,NOUN
dreaded,VERB
jungle,NOUN
primeval,NOUN
green,ADJ
looks,VERB
beauty,NOUN
queen,NOUN
bangles,NOUN
chain,NOUN
wearin,VERB
broken,ADJ
shoe,NOUN
seventyfive,VERB
cent,NOUN
bottle,NOUN
perfume,NOUN
mornin,NOUN
tipped,VERB
hat,NOUN
while,ADP
cunning,ADJ
rat,NOUN
smilin,NOUN
gaily,ADV
looked,VERB
eye,NOUN
felt,VERB
pocket,NOUN
past,NOUN
history,NOUN
behold,ADV
magic,NOUN
days,NOUN
membership,NOUN
secret,NOUN
societies,NOUN
wealth,NOUN
family,NOUN
matilda,VERB
wedding,NOUN
ring,NOUN
demon,NOUN
under,ADP
floor,NOUN
buried,VERB
down,ADV
lawd,ADJ
broke,VERB
fever,NOUN
strike,VERB
nine,NUM
thirty,NUM
arrive,VERB
priest,NOUN
come,VERB
runnin,NOUN
quarter,NOUN
five,NUM
standin,ADJ
weeds,NOUN
early,ADV
next,ADJ
meat,NOUN
wagon,NOUN
rollin,NOUN
away,ADV
layin,NOUN
mother,NOUN
suit,NOUN
black,ADJ
write,VERB
letter,NOUN
begin,VERB
sin,NOUN
been,VERB
treated,VERB
by,ADP
dollar,NOUN
borrow,VERB
buck,NOUN
whoa,INTJ
gamble,VERB
jinx,NOUN
give,VERB
bad,ADJ
luck,NOUN
greatest,ADJ
thing,NOUN
world,NOUN
close,ADJ
wrong,ADJ
because,ADP
best,ADJ
friend,NOUN
taken,VERB
him,PRON
talking,VERB
deep,ADJ
soul,NOUN
boy,NOUN
walking,VERB
would,VERB
rather,ADV
blind,ADJ
than,ADP
walk,VERB
child,NOUN
nt,ADV
most,ADJ
sitting,VERB
kiss,VERB
warm,ADJ
embrace,NOUN
reflection,NOUN
glass,NOUN
held,VERB
revealed,VERB
face,NOUN
takes,VERB
lot,NOUN
possible,ADJ
em,PRON
big,ADJ
hand,NOUN
everybody,NOUN
working,VERB
nicer,ADJ
as,ADP
bit,NOUN
sixteen,NUM
guys,NOUN
taste,NOUN
met,VERB
were,VERB
home,ADV
then,ADV
sweetest,ADJ
ever,ADV
wouldn,NOUN
asked,VERB
ran,VERB
run,VERB
brother,NOUN
korea,NOUN
sister,NOUN
new,ADJ
orleans,NOUN
having,VERB
troubles,NOUN
wonder,VERB
happen,VERB
trouble,NOUN
mean,VERB
livin,NOUN
yourself,PRON
lovin,NOUN
somebody,NOUN
else,ADV
pack,VERB
bags,NOUN
guess,VERB
really,ADV
unlucky,ADJ
sometimes,ADV
remember,VERB
fool,NOUN
used,VERB
mistreat,VERB
smile,NOUN
worrying,VERB
laugh,VERB
crying,VERB
public,ADJ
worried,ADJ
someday,ADV
blood,NOUN
runs,VERB
cold,ADJ
veins,NOUN
hurt,VERB
cause,ADP
heart,NOUN
pain,NOUN
strolling,VERB
solitary,ADJ
am,VERB
nosy,ADJ
very,ADV
juicy,ADJ
huckleberry,ADJ
gal,NOUN
both,DET
introductions,NOUN
necessary,ADJ
mmm,NOUN
rain,NOUN
sarsaparilla,NOUN
gee,INTJ
moon,NOUN
yeller,NOUN
sump,NOUN
n,CCONJ
latest,ADJ
song,NOUN
strain,NOUN
thrilly,ADV
chilly,ADJ
though,ADP
lean,VERB
upon,ADP
hug,VERB
gosh,INTJ
darn,INTJ
tired,ADJ
talkies,NOUN
prefer,VERB
walkies,NOUN
full,ADJ
palpitation,NOUN
consolation,NOUN
stage,NOUN
celebration,NOUN
moonlight,NOUN
pepped,VERB
accept,VERB
friendly,ADJ
invitation,NOUN
shining,VERB
bright,ADJ
above,ADP
breezes,NOUN
seem,VERB
whisper,VERB
singing,VERB
sycamore,NOUN
nightynight,ADJ
hold,VERB
tight,ADV
miss,VERB
alone,ADV
blue,ADJ
stars,NOUN
fading,VERB
linger,VERB
dear,ADJ
craving,VERB
longing,NOUN
till,ADP
dawn,NOUN
saying,VERB
sunbeams,NOUN
worries,NOUN
behind,ADP
whatever,ADJ
dreaming,VERB
promise,VERB
clear,ADJ
year,NOUN
radio,NOUN
telephone,NOUN
movies,NOUN
passing,VERB
fancies,NOUN
going,VERB
rockies,NOUN
crumble,VERB
gibraltar,NOUN
tumble,VERB
made,VERB
clay,NOUN
bird,NOUN
starts,VERB
sing,VERB
spring,NOUN
bell,NOUN
bottom,NOUN
dell,NOUN
ting,NOUN
clock,NOUN
middle,NOUN
his,ADJ
sings,VERB
nature,NOUN
simply,ADV
us,PRON
fall,VERB
bees,NOUN
educated,VERB
fleas,NOUN
spain,NOUN
upper,ADJ
sets,VERB
lithuanians,VERB
dutch,NOUN
amsterdam,NOUN
mention,VERB
fins,NOUN
folks,NOUN
siam,NOUN
siamese,ADJ
twins,NOUN
argentines,NOUN
without,ADP
means,VERB
boston,NOUN
beans,NOUN
sponges,NOUN
oysters,NOUN
oyster,ADJ
bay,NOUN
cape,NOUN
cod,NOUN
clams,NOUN
wish,VERB
lazy,ADJ
jellyfish,NOUN
electric,ADJ
eels,NOUN
add,VERB
shocks,VERB
ask,VERB
shad,VERB
waiter,NOUN
bring,VERB
roe,NOUN
shallow,ADJ
shoals,NOUN
english,ADJ
soles,NOUN
goldfish,VERB
privacy,NOUN
bowls,NOUN
monkeys,NOUN
water,NOUN
gates,NOUN
quarrel,NOUN
hey,INTJ
york,NOUN
inviting,VERB
autumn,NOUN
spells,VERB
thrill,NOUN
glittering,VERB
crowds,NOUN
shimmering,ADJ
clouds,NOUN
canyons,NOUN
steel,NOUN
making,VERB
brings,VERB
often,ADV
mingled,VERB
dreamers,NOUN
empty,ADJ
sigh,NOUN
exotic,ADJ
lands,NOUN
gleaming,VERB
rooftops,NOUN
sundown,ADJ
lifts,VERB
jaded,ADJ
gay,ADJ
lunch,NOUN
ritz,NOUN
divine,ADJ
transforms,VERB
slums,NOUN
into,ADP
mayfair,NOUN
castles,NOUN
bless,VERB
dark,ADJ
benches,NOUN
central,ADJ
park,NOUN
greet,VERB
blanket,NOUN
beneath,ADP
wrapped,VERB
arms,NOUN
romance,NOUN
ours,PRON
thrilled,VERB
charms,NOUN
dance,NOUN
within,ADP
summer,NOUN
enthralling,VERB
tragic,ADJ
weren,VERB
share,VERB
covered,VERB
heaven,PROPN
pale,ADJ
excites,VERB
thrills,NOUN
delights,VERB
nearness,NOUN
isn,VERB
conversation,NOUN
sensation,NOUN
wildest,ADJ
true,ADJ
soft,ADJ
lights,NOUN
enchant,VERB
grant,VERB
evening,NOUN
breeze,NOUN
caressed,VERB
tenderly,ADV
trembling,VERB
embraced,VERB
came,VERB
wandering,VERB
lost,VERB
shore,NOUN
kissed,VERB
mist,NOUN
hearts,NOUN
breathlessly,ADV
opened,VERB
wide,ADJ
closed,VERB
inside,ADP
took,VERB
erased,VERB
chops,NOUN
bops,VERB
stream,NOUN
falling,VERB
leaves,NOUN
vermont,ADJ
icey,ADJ
finger,NOUN
waves,NOUN
ski,VERB
trails,NOUN
side,NOUN
snowlight,NOUN
telegraph,NOUN
cables,NOUN
highway,NOUN
travel,VERB
bend,NOUN
road,NOUN
meet,VERB
romantic,ADJ
setting,VERB
hypnotized,VERB
lovely,ADJ
warbling,NOUN
meadowlark,NOUN
weather,NOUN
fright,NOUN
ning,NOUN
thunder,NOUN
lightning,NOUN
far,ADV
concerned,ADJ
turn,VERB
honestly,ADV
ok,INTJ
caught,VERB
remain,VERB
leaving,VERB
break,VERB
sun,NOUN
tho,NOUN
storm,NOUN
cozy,ADJ
pitter,NOUN
patter,NOUN
doesn,VERB
matter,ADV
skies,NOUN
gray,ADJ
lived,VERB
drama,NOUN
field,NOUN
white,ADJ
fell,VERB
alabama,NOUN
glamour,NOUN
eyes,NOUN
tender,ADJ
light,NOUN
planned,VERB
imagination,NOUN
situation,NOUN
heavenly,ADJ
fairy,NOUN
land,NOUN
enter,VERB
center,NOUN
beat,VERB
hammer,NOUN
wound,VERB
shine,VERB
drive,VERB
workin,NOUN
overtime,NOUN
strongly,ADV
attracted,VERB
tryin,NOUN
message,NOUN
finally,ADV
feelin,ADJ
sign,NOUN
comin,NOUN
straight,ADV
send,VERB
thank,VERB
using,VERB
lover,NOUN
bout,ADP
blow,VERB
soon,ADV
discover,VERB
openness,NOUN
move,VERB
body,NOUN
words,NOUN
touch,VERB
dreamin,NOUN
aw,INTJ
meant,VERB
show,VERB
feeling,NOUN
lady,NOUN
hoo,NOUN
special,ADJ
foxy,ADJ
fun,NOUN
ooh,INTJ
woo,NOUN
loved,VERB
went,VERB
lives,NOUN
unhappiness,NOUN
understand,VERB
demands,NOUN
started,VERB
between,ADP
until,ADP
end,NOUN
become,VERB
out,ADP
real,ADJ
jealous,ADJ
pride,NOUN
control,NOUN
wills,NOUN
tried,VERB
hard,ADJ
knew,VERB
fill,VERB
space,NOUN
rachelle,NOUN
ferrell,NOUN
lori,NOUN
perry,NOUN
jim,PROPN
enough,ADV
satisfied,ADJ
turned,VERB
kinda,ADV
bleak,ADJ
single,ADJ
week,NOUN
groove,NOUN
mess,NOUN
butt,NOUN
myself,PRON
thought,VERB
dreamed,VERB
fought,VERB
prayed,VERB
answer,NOUN
seek,VERB
looking,VERB
help,VERB
speak,VERB
everyday,ADV
phony,ADJ
front,NOUN
bus,NOUN
hit,VERB
strong,ADJ
stayed,VERB
sung,VERB
late,ADJ
state,NOUN
moved,VERB
found,VERB
start,VERB
anew,ADV
knees,NOUN
beggin,VERB
same,ADJ
insane,ADJ
blinded,VERB
coldhearted,ADJ
game,NOUN
choose,VERB
tango,NOUN
up,ADV
decide,VERB
