lot,NOUN
of,ADP
cats,NOUN
are,VERB
hatin,ADJ
slandering,VERB
bad,ADJ
statements,NOUN
mad,ADJ
cause,ADP
they,PRON
sit,VERB
on,ADP
their,ADJ
ass,NOUN
just,ADV
stagnating,VERB
always,ADV
now,ADV
classmates,NOUN
i,PRON
graduated,VERB
with,ADP
wonderin,NOUN
how,ADV
the,DET
stupidest,ADJ
kid,NOUN
in,ADP
class,NOUN
made,VERB
it,PRON
sick,ADJ
and,CCONJ
jammin,NOUN
my,ADJ
mans,NOUN
basement,NOUN
getting,VERB
restraints,NOUN
complaints,NOUN
from,ADP
neighbors,NOUN
prejudice,NOUN
bigots,NOUN
say,VERB
sound,NOUN
like,ADP
them,PRON
damn,ADV
pair,NOUN
lenses,NOUN
ain,VERB
t,NOUN
impaired,VERB
vision,NOUN
m,VERB
a,DET
mission,NOUN
escaping,VERB
own,ADJ
prison,NOUN
inflicting,VERB
more,ADJ
pain,NOUN
then,ADV
you,PRON
re,VERB
givin,NOUN
see,VERB
victim,NOUN
can,VERB
believe,VERB
let,VERB
take,VERB
time,NOUN
space,NOUN
mind,NOUN
give,VERB
here,ADV
takin,VERB
what,NOUN
s,VERB
mine,PRON
only,ADV
ounce,NOUN
power,NOUN
that,ADJ
have,VERB
is,VERB
do,VERB
hours,NOUN
pass,VERB
nt,ADV
know,VERB
long,ADV
gon,VERB
last,ADJ
so,ADV
ya,PRON
snatch,VERB
powder,NOUN
out,ADP
hourglass,NOUN
everyday,ADV
awake,ADJ
face,NOUN
angel,NOUN
death,NOUN
he,PRON
may,VERB
be,VERB
taken,VERB
breath,NOUN
lay,VERB
me,PRON
rest,NOUN
by,ADP
inner,ADJ
state,NOUN
place,NOUN
rep,NOUN
way,NOUN
dress,NOUN
another,DET
express,VERB
we,PRON
some,DET
day,NOUN
everybody,NOUN
will,VERB
dead,ADJ
rotten,ADJ
forgotten,VERB
oughta,VERB
keep,VERB
this,DET
for,ADP
normal,ADJ
topic,NOUN
because,ADP
all,DET
get,VERB
caught,VERB
drama,NOUN
but,CCONJ
gossip,NOUN
mean,VERB
when,ADV
goners,NOUN
never,ADV
did,VERB
audition,NOUN
part,NOUN
play,VERB
ll,VERB
accidentally,ADV
fall,VERB
grave,NOUN
really,ADV
shit,NOUN
about,ADP
according,VERB
to,ADP
spending,VERB
days,NOUN
world,NOUN
turnin,ADJ
inferno,NOUN
burnin,NOUN
affirmative,ADJ
life,NOUN
earth,NOUN
impermanent,NOUN
since,ADP
visiting,VERB
minutes,NOUN
limited,ADJ
havin,VERB
or,CCONJ
doin,VERB
if,ADP
feelin,ADJ
lend,VERB
hand,NOUN
hurt,VERB
pedestrian,NOUN
help,VERB
friend,NOUN
any,DET
man,NOUN
plans,NOUN
make,VERB
stray,VERB
path,NOUN
chance,NOUN
tell,VERB
why,ADV
landed,VERB
planet,NOUN
left,VERB
stranded,VERB
suffer,VERB
land,NOUN
leave,VERB
emptyhanded,ADJ
experienced,VERB
fraction,NOUN
eternity,NOUN
vanish,VERB
took,VERB
advantage,NOUN
granted,VERB
youth,NOUN
used,VERB
smoke,NOUN
quarter,NOUN
night,NOUN
was,VERB
bored,ADJ
ignoring,VERB
glorious,ADJ
sights,NOUN
lost,VERB
hype,NOUN
ten,NUM
years,NOUN
priorities,NOUN
right,ADV
up,ADP
close,VERB
personal,ADJ
daily,ADJ
abuse,NOUN
fairies,NOUN
spare,VERB
scared,ADJ
truth,NOUN
chorus,NOUN
oh,INTJ
must,VERB
everyone,NOUN
disguise,NOUN
nothing,NOUN
living,VERB
lies,NOUN
needs,VERB
hide,VERB
think,VERB
funny,ADJ
flaunting,VERB
your,ADJ
automobiles,NOUN
money,NOUN
something,NOUN
conceal,VERB
reveal,VERB
isn,VERB
real,ADJ
bet,VERB
frauds,NOUN
talkin,NOUN
till,ADP
coffin,NOUN
sealed,VERB
ok,ADJ
behave,VERB
anyway,ADV
want,VERB
look,VERB
fakin,NOUN
funk,NOUN
second,ADJ
brace,VERB
yourself,PRON
punch,NOUN
little,ADJ
shaken,VERB
break,VERB
through,ADP
front,NOUN
white,ADJ
who,NOUN
suffered,VERB
an,DET
identity,NOUN
crisis,NOUN
one,NUM
many,ADJ
cared,VERB
liked,VERB
kids,NOUN
got,VERB
excited,ADJ
were,VERB
ready,ADJ
bite,VERB
mic,NOUN
license,NOUN
hittin,VERB
critics,NOUN
problem,NOUN
plenty,NOUN
vices,NOUN
writin,VERB
ripe,ADJ
spittin,VERB
venom,NOUN
