here,27397
come,35002
the,667228
jams,284
yo,35504
punks,566
guard,615
your,127871
domes,63
it,292507
s,207907
man,39369
with,120711
mad,5830
new,15264
styles,1055
and,341196
funky,2511
poems,126
so,88283
strike,649
one,41579
two,12679
three,5675
you,470307
re,33773
out,68634
of,128467
luck,1110
jack,1974
fuck,37309
that,192660
grab,3179
nuts,1493
shout,1492
yep,464
i,697531
ve,15453
always,10146
been,20231
then,30101
m,167532
a,345333
stab,386
fucking,6202
critic,64
his,19591
pen,1578
write,2441
put,23248
in,206540
magazine,369
stick,3345
wicked,1207
just,67043
like,138279
witch,178
when,70735
kick,4607
break,7697
charts,213
scales,81
try,11928
to,328860
rate,399
me,207531
give,22141
son,4897
hope,4493
hate,6590
cause,57243
keep,26164
on,165529
bringing,603
swinging,235
sharp,537
glass,1539
til,6532
punk,2096
ass,20173
is,106383
riffraff,9
whole,9765
damn,8867
staff,161
have,28129
cut,5076
up,115690
drop,8110
bombs,473
fatter,176
than,15495
moms,1017
what,80534
from,48780
planet,928
raps,1179
oh,22859
yeah,36881
beam,553
steady,1666
there,25496
no,68465
skills,1044
down,46013
little,14726
sitting,1288
chair,469
soon,2844
gonna,18129
know,83056
score,601
kids,4518
swear,2251
masta,89
hits,1554
hard,12259
barred,69
mic,5141
rhymes,4443
pele,29
rough,1346
dyke,145
praise,586
off,30393
beat,9092
healer,5
rap,10048
style,5928
deisel,6
an,16229
18wheeler,6
get,105597
weak,1827
my,235750
path,828
turbo,58
lines,1188
long,9691
ave,491
danger,644
burning,763
monday,340
sunday,652
hot,9433
some,32539
niggas,40001
10,1518
deep,5064
make,41648
way,26879
heavy,1878
fridge,98
sacking,4
wack,1704
over,15765
bridge,909
this,88546
rabbit,301
tried,3599
diss,903
but,86207
got,92888
duckets,20
day,16877
kicks,706
bucket,387
well,10285
follow,2905
where,23121
go,45475
jane,511
stop,15099
crazy,6639
thing,10694
if,57778
sing,3004
love,42858
shit,49972
dress,1027
fly,7076
d,12804
be,92445
king,3976
seen,6737
covers,212
27,66
books,480
too,16792
proud,866
beg,517
suck,2051
crooks,252
only,15576
as,29216
good,16763
last,8051
jam,1841
true,5428
everybody,8879
wants,1802
interview,99
how,35072
quick,3949
they,83618
forget,3599
hit,18735
who,30535
full,5477
straight,7417
patience,456
starting,415
wear,2081
short,1592
land,2249
blows,576
head,13123
was,48464
airport,131
say,32438
cheese,1453
theif,13
let,43936
see,47432
teeth,1184
ultramagnetic,13
magnetic,62
kool,250
keith,446
abra,13
cadabra,7
presto,31
changeo,5
offbeat,43
kinda,2680
strange,892
drops,526
breaka,19
umm,256
dawn,883
bones,714
by,19861
sack,865
for,105619
spraypaint,3
tage,2
fing,9
name,11101
back,45161
comes,4197
boom,2558
hip,2345
hop,3039
bash,147
smash,930
crash,703
many,7045
gangsta,4174
rappers,2939
are,23366
not,32237
done,9752
had,18745
fun,2405
doin,5218
em,34233
screwin,87
booin,8
chewin,118
slick,1107
sleeve,260
trick,1642
hey,10200
use,3725
drummers,9
dick,7016
still,20840
thick,1355
murderous,191
beats,2418
sick,3733
socalled,143
shots,2853
ya,45157
lick,1959
slam,677
did,10407
mention,731
don,87772
t,210193
eat,4332
spinach,113
yam,48
circus,175
work,8035
can,85713
jerk,463
purpose,549
never,34671
smoke,6721
dope,5029
carry,1292
nine,3213
ain,57370
hustler,854
bitches,11597
mind,13550
gangstas,647
swimming,215
water,2865
oughta,258
slaughta,13
ma,10975
do,60936
mean,7281
far,3402
downtown,439
devil,2049
call,15287
underground,1351
niggaz,15163
betta,1254
fuckin,11042
raw,2565
eddy,21
confetti,68
tore,239
floor,4460
time,35677
spits,106
gettin,9658
sprayed,304
face,10542
rhyme,4782
run,11992
better,15665
hills,391
gun,5868
cyanide,23
pills,724
rope,495
neck,2791
razor,431
wrists,232
pissed,607
suicide,645
battle,1834
ummm,41
highly,237
explosive,60
material,417
grand,1435
imperial,126
pour,1036
cereal,116
flow,6272
belly,659
cow,183
wipe,579
brow,52
now,61461
or,30057
snap,750
hat,1076
take,31101
blow,6566
cerebellum,40
tell,24470
smell,1595
brooklyn,1580
wild,3237
jungle,795
might,8128
cap,1011
act,4566
flat,802
black,12056
napsack,14
lookin,6152
wall,2508
tag,416
brag,326
rag,420
nigga,58810
digga,181
raise,1517
flag,389
click,2184
heels,380
feels,1878
place,6327
home,8944
chrome,1663
wheels,735
chasin,575
through,20240
projects,862
lose,3688
didn,6294
bruise,156
cruise,543
neighborhood,935
chevrolet,79
impala,292
dropped,1162
ground,2543
makin,4091
girls,6910
holla,2265
rollin,3580
sorry,2139
officer,238
car,5129
stolen,331
really,13393
care,4709
thought,7162
orderly,28
fashion,493
dumbdumb,15
bust,6341
scientifical,22
approach,456
course,1244
force,1192
centrifugal,8
find,8340
lyrics,2042
throw,6222
another,9184
across,1619
room,3507
fetchin,7
loss,448
master,1619
throws,117
knows,2425
all,112718
ceilings,79
walls,956
