come,VERB
the,DET
jams,NOUN
punks,NOUN
guard,NOUN
your,ADJ
domes,NOUN
it,PRON
s,VERB
man,NOUN
with,ADP
mad,ADJ
new,ADJ
styles,NOUN
and,CCONJ
funky,NOUN
poems,NOUN
so,ADV
strike,VERB
one,NUM
two,NUM
three,NUM
you,PRON
re,VERB
out,ADP
of,ADP
luck,NOUN
jack,NOUN
fuck,NOUN
that,DET
grab,VERB
nuts,NOUN
shout,VERB
yep,INTJ
i,PRON
ve,VERB
always,ADV
been,VERB
then,ADV
m,VERB
a,DET
stab,NOUN
fucking,VERB
critic,NOUN
his,ADJ
pen,NOUN
write,VERB
put,VERB
in,ADP
magazine,NOUN
stick,VERB
wicked,ADJ
just,ADV
like,ADP
witch,NOUN
when,ADV
kick,VERB
break,VERB
charts,NOUN
scales,NOUN
try,VERB
rate,NOUN
me,PRON
give,VERB
son,NOUN
hope,VERB
hate,VERB
cause,ADP
keep,VERB
on,ADP
bringing,VERB
swinging,VERB
sharp,ADJ
glass,NOUN
til,ADV
punk,NOUN
ass,NOUN
is,VERB
riffraff,NOUN
whole,ADJ
damn,ADV
staff,NOUN
have,VERB
cut,VERB
drop,VERB
bombs,NOUN
fatter,ADJ
than,ADP
moms,NOUN
what,NOUN
from,ADP
planet,NOUN
raps,NOUN
oh,INTJ
yeah,INTJ
beam,NOUN
steady,ADJ
there,ADV
no,DET
skills,NOUN
down,ADV
here,ADV
little,ADJ
sitting,VERB
chair,NOUN
soon,ADV
gon,VERB
know,VERB
score,NOUN
kids,NOUN
swear,VERB
masta,NOUN
hits,NOUN
hard,ADJ
barred,VERB
mic,NOUN
rhymes,NOUN
pele,NOUN
rough,ADJ
dyke,NOUN
praise,NOUN
beat,VERB
healer,NOUN
rap,NOUN
style,NOUN
deisel,NOUN
an,DET
18wheeler,NUM
get,VERB
weak,ADJ
my,ADJ
path,NOUN
turbo,NOUN
lines,NOUN
long,ADV
ave,NOUN
danger,NOUN
burning,VERB
monday,NOUN
sunday,NOUN
hot,ADJ
some,DET
niggas,NOUN
10,NUM
deep,ADJ
make,VERB
way,NOUN
heavy,ADJ
fridge,NOUN
sacking,VERB
wack,NOUN
over,ADP
bridge,NOUN
this,DET
rabbit,NOUN
tried,VERB
diss,VERB
but,CCONJ
got,VERB
duckets,NOUN
day,NOUN
kicks,NOUN
bucket,NOUN
well,ADV
yo,INTJ
follow,VERB
where,ADV
go,VERB
jane,NOUN
stop,VERB
crazy,ADJ
thing,NOUN
if,ADP
sing,VERB
love,NOUN
shit,NOUN
dress,NOUN
fly,VERB
d,VERB
be,VERB
king,NOUN
seen,VERB
covers,NOUN
27,NUM
books,NOUN
too,ADV
proud,ADJ
beg,VERB
suck,VERB
crooks,NOUN
only,ADV
as,ADP
good,ADJ
last,ADJ
jam,NOUN
true,ADJ
everybody,NOUN
wants,VERB
interview,NOUN
how,ADV
quick,ADJ
they,PRON
forget,VERB
hit,VERB
who,NOUN
full,ADJ
straight,ADV
up,ADV
patience,NOUN
starting,VERB
wear,VERB
short,ADJ
land,NOUN
blows,VERB
head,NOUN
was,VERB
airport,NOUN
say,VERB
cheese,NOUN
theif,NOUN
let,VERB
see,VERB
teeth,NOUN
ultramagnetic,ADJ
magnetic,ADJ
kool,NOUN
keith,NOUN
abra,NOUN
cadabra,NOUN
presto,NOUN
changeo,NOUN
offbeat,ADV
kinda,ADV
strange,ADJ
drops,VERB
to,ADP
breaka,VERB
umm,ADJ
dawn,NOUN
bones,NOUN
by,ADP
sack,NOUN
for,ADP
spraypaint,NOUN
tage,VERB
fing,NOUN
name,NOUN
back,ADV
comes,VERB
boom,NOUN
hip,NOUN
hop,NOUN
bash,NOUN
smash,VERB
crash,NOUN
many,ADJ
gangsta,NOUN
rappers,NOUN
are,VERB
not,ADV
done,VERB
had,VERB
fun,NOUN
doin,VERB
em,PRON
screwin,NOUN
booin,NOUN
chewin,NOUN
slick,ADJ
sleeve,NOUN
trick,NOUN
hey,INTJ
use,VERB
drummers,NOUN
dick,NOUN
still,ADV
thick,ADJ
murderous,ADJ
beats,NOUN
sick,ADJ
socalled,ADJ
shots,NOUN
ya,PRON
lick,NOUN
slam,VERB
did,VERB
mention,VERB
eat,VERB
spinach,NOUN
yam,NOUN
circus,NOUN
work,NOUN
can,VERB
jerk,NOUN
purpose,NOUN
never,ADV
smoke,VERB
dope,NOUN
don,VERB
t,NOUN
carry,VERB
nine,NUM
ain,VERB
hustler,NOUN
bitches,NOUN
mind,NOUN
gangstas,NOUN
swimming,VERB
water,NOUN
oughta,VERB
slaughta,NOUN
ma,VERB
do,VERB
mean,VERB
far,ADV
downtown,NOUN
devil,NOUN
call,VERB
underground,ADJ
niggaz,NOUN
betta,VERB
fuckin,NOUN
raw,ADJ
eddy,ADJ
confetti,NOUN
tore,VERB
floor,NOUN
time,NOUN
spits,VERB
gettin,NOUN
sprayed,VERB
face,NOUN
rhyme,NOUN
run,VERB
better,ADV
hills,NOUN
gun,NOUN
cyanide,NOUN
pills,NOUN
rope,NOUN
neck,NOUN
razor,NOUN
wrists,NOUN
pissed,ADJ
suicide,NOUN
battle,NOUN
ummm,NOUN
highly,ADV
explosive,ADJ
material,NOUN
grand,ADJ
imperial,ADJ
pour,VERB
cereal,NOUN
flow,NOUN
belly,NOUN
cow,NOUN
wipe,VERB
brow,NOUN
now,ADV
or,CCONJ
snap,VERB
hat,NOUN
